log10PER,P_Pa,T_degC,Elevation,X_Easting,Y_Northing
-16.0,1812444.0,44.246,450.0,-1450.0,-859.0
-16.0,3189611.0,73.691,300.0,-1450.0,-859.0
-16.0,5038972.0,107.88,100.0,-1450.0,-859.0
-16.0,6876364.0,137.971,-100.0,-1450.0,-859.0
-16.0,8682433.0,165.481,-300.0,-1450.0,-859.0
-16.0,10475534.0,191.046,-500.0,-1450.0,-859.0
-16.0,12244106.0,216.886,-700.0,-1450.0,-859.0
-16.0,13565838.0,237.002,-850.0,-1450.0,-859.0
-16.0,14437198.0,249.915,-950.0,-1450.0,-859.0
-16.0,15297753.0,262.251,-1050.0,-1450.0,-859.0
-16.0,16561087.0,278.922,-1200.0,-1450.0,-859.0
-16.0,18192368.0,299.752,-1400.0,-1450.0,-859.0
-16.0,19366761.0,315.656,-1550.0,-1450.0,-859.0
-16.0,20121432.0,325.999,-1650.0,-1450.0,-859.0
-16.0,20848844.0,336.188,-1750.0,-1450.0,-859.0
-16.0,21544064.0,346.326,-1850.0,-1450.0,-859.0
-15.0,2203829.0,29.16,450.0,-100.0,-1359.0
-15.0,3522500.0,38.378,300.0,-100.0,-1359.0
-15.0,5237428.0,50.819,100.0,-100.0,-1359.0
-15.0,6966772.0,64.681,-100.0,-100.0,-1359.0
-15.0,8715405.0,80.021,-300.0,-100.0,-1359.0
-15.0,10496055.0,96.739,-500.0,-100.0,-1359.0
-15.0,12260831.0,114.703,-700.0,-100.0,-1359.0
-15.522878745280336,13581972.0,130.944,-850.0,-100.0,-1359.0
-15.522878745280336,14453207.0,143.573,-950.0,-100.0,-1359.0
-15.522878745280336,15327557.0,157.092,-1050.0,-100.0,-1359.0
-15.522878745280336,16634690.0,178.41,-1200.0,-100.0,-1359.0
-15.522878745280336,18351286.0,208.327,-1400.0,-100.0,-1359.0
-15.522878745280336,19608666.0,232.676,-1550.0,-100.0,-1359.0
-15.522878745280336,20428697.0,249.398,-1650.0,-100.0,-1359.0
-15.522878745280336,21234522.0,266.313,-1750.0,-100.0,-1359.0
-15.522878745280336,22026765.0,282.808,-1850.0,-100.0,-1359.0
-11.69897000433602,1713058.0,167.639,450.0,200.0,291.0
-11.69897000433602,3066420.0,186.396,300.0,200.0,291.0
-11.69897000433602,4843282.0,197.188,100.0,200.0,291.0
-11.69897000433602,6599816.0,202.113,-100.0,200.0,291.0
-11.69897000433602,8345189.0,185.242,-300.0,200.0,291.0
-11.69897000433602,10095511.0,198.272,-500.0,200.0,291.0
-11.69897000433602,11836981.0,200.1,-700.0,200.0,291.0
-15.522878745280336,13132049.0,272.321,-850.0,200.0,291.0
-15.522878745280336,14041771.0,297.659,-950.0,200.0,291.0
