log10PER,P_Pa,T_degC,Elevation,X_Easting,Y_Northing
-15.0,1818736.0,36.967,450.0,1750.0,141.0
-15.0,3204942.0,53.936,300.0,1750.0,141.0
-15.0,5011051.0,75.014,100.0,1750.0,141.0
-15.0,6794007.0,96.139,-100.0,1750.0,141.0
-15.0,8565058.0,113.535,-300.0,1750.0,141.0
-15.0,10330704.0,131.927,-500.0,1750.0,141.0
-15.0,12093799.0,153.407,-700.0,1750.0,141.0
-15.30102999566398,13419220.0,175.93,-850.0,1750.0,141.0
-15.30102999566398,14296381.0,190.649,-950.0,1750.0,141.0
-15.30102999566398,15166864.0,203.925,-1050.0,1750.0,141.0
-15.30102999566398,16451641.0,221.196,-1200.0,1750.0,141.0
-15.30102999566398,18114340.0,240.754,-1400.0,1750.0,141.0
-15.30102999566398,19314764.0,254.484,-1550.0,1750.0,141.0
-15.30102999566398,20091415.0,263.58,-1650.0,1750.0,141.0
-15.30102999566398,20843693.0,273.215,-1750.0,1750.0,141.0
-15.30102999566398,21566068.0,284.899,-1850.0,1750.0,141.0
-13.30102999566398,1707743.0,79.397,450.0,950.0,-309.0
-13.30102999566398,3066629.0,89.408,300.0,950.0,-309.0
-13.30102999566398,4844655.0,99.801,100.0,950.0,-309.0
-13.30102999566398,6599444.0,108.111,-100.0,950.0,-309.0
-13.30102999566398,8356808.0,118.915,-300.0,950.0,-309.0
-13.522878745280336,10115603.0,121.401,-500.0,950.0,-309.0
-13.522878745280336,11885690.0,134.643,-700.0,950.0,-309.0
-13.30102999566398,13186964.0,166.135,-850.0,950.0,-309.0
-13.30102999566398,14071546.0,203.501,-950.0,950.0,-309.0
-13.30102999566398,14972804.0,233.518,-1050.0,950.0,-309.0
-13.30102999566398,16297530.0,257.714,-1200.0,950.0,-309.0
-13.30102999566398,17993952.0,279.56,-1400.0,950.0,-309.0
-13.30102999566398,19220913.0,298.373,-1550.0,950.0,-309.0
-13.30102999566398,20015090.0,310.388,-1650.0,950.0,-309.0
