log10PER,P_Pa,T_degC,Elevation,X_Easting,Y_Northing
-14.0,1679438.0,37.888,450.0,-1450.0,141.0
-14.0,3072414.0,57.352,300.0,-1450.0,141.0
-14.0,4890173.0,84.55,100.0,-1450.0,141.0
-13.30102999566398,6697644.0,119.968,-100.0,-1450.0,141.0
-14.0,8479935.0,153.972,-300.0,-1450.0,141.0
-14.0,10242493.0,171.224,-500.0,-1450.0,141.0
-14.0,12002881.0,178.463,-700.0,-1450.0,141.0
-15.30102999566398,13302287.0,195.635,-850.0,-1450.0,141.0
-15.30102999566398,14155627.0,207.385,-950.0,-1450.0,141.0
-15.30102999566398,15002179.0,218.627,-1050.0,-1450.0,141.0
-15.30102999566398,16258133.0,234.15,-1200.0,-1450.0,141.0
-15.30102999566398,17922546.0,252.364,-1400.0,-1450.0,141.0
-15.30102999566398,19159813.0,267.674,-1550.0,-1450.0,141.0
-15.30102999566398,19971113.0,279.148,-1650.0,-1450.0,141.0
-15.30102999566398,20766064.0,292.163,-1750.0,-1450.0,141.0
-15.30102999566398,21536115.0,307.13,-1850.0,-1450.0,141.0
-15.0,2653473.0,23.629,450.0,1750.0,-1359.0
-15.0,3990325.0,27.42,300.0,1750.0,-1359.0
-15.0,5684801.0,33.081,100.0,1750.0,-1359.0
-15.0,7370214.0,39.975,-100.0,1750.0,-1359.0
-15.0,9078457.0,48.418,-300.0,1750.0,-1359.0
-15.0,10820332.0,58.7,-500.0,1750.0,-1359.0
-15.0,12587418.0,71.022,-700.0,1750.0,-1359.0
-15.522878745280336,13901158.0,81.956,-850.0,1750.0,-1359.0
-15.522878745280336,14755971.0,90.487,-950.0,1750.0,-1359.0
-15.522878745280336,15613092.0,99.822,-1050.0,1750.0,-1359.0
-15.522878745280336,16908705.0,115.37,-1200.0,1750.0,-1359.0
-15.522878745280336,18626849.0,138.18,-1400.0,1750.0,-1359.0
-15.522878745280336,19905053.0,157.747,-1550.0,1750.0,-1359.0
-15.522878745280336,20749417.0,172.543,-1650.0,1750.0,-1359.0
-15.522878745280336,21584706.0,188.168,-1750.0,1750.0,-1359.0
-15.522878745280336,22410044.0,204.51,-1850.0,1750.0,-1359.0
-11.69897000433602,1676462.0,48.203,450.0,-2250.0,-309.0
-11.69897000433602,3087609.0,79.547,300.0,-2250.0,-309.0
-13.30102999566398,4949683.0,116.614,100.0,-2250.0,-309.0
-13.30102999566398,6760481.0,147.494,-100.0,-2250.0,-309.0
-13.30102999566398,8536929.0,168.246,-300.0,-2250.0,-309.0
-13.522878745280336,10286633.0,185.069,-500.0,-2250.0,-309.0
-13.522878745280336,12044417.0,201.873,-700.0,-2250.0,-309.0
-16.0,13369898.0,220.973,-850.0,-2250.0,-309.0
-16.0,14290059.0,232.603,-950.0,-2250.0,-309.0
-16.0,15188646.0,243.413,-1050.0,-2250.0,-309.0
-16.0,16498652.0,257.856,-1200.0,-2250.0,-309.0
-16.0,18173649.0,275.776,-1400.0,-2250.0,-309.0
-16.0,19376138.0,289.342,-1550.0,-2250.0,-309.0
-16.0,20153046.0,298.314,-1650.0,-2250.0,-309.0
-16.0,20907427.0,307.358,-1750.0,-2250.0,-309.0
-16.0,21637986.0,316.651,-1850.0,-2250.0,-309.0
-11.69897000433602,1709511.0,154.454,450.0,650.0,291.0
-11.69897000433602,3066297.0,178.389,300.0,650.0,291.0
-11.69897000433602,4844107.0,207.394,100.0,650.0,291.0
-11.69897000433602,6604066.0,226.49,-100.0,650.0,291.0
-11.69897000433602,8346234.0,229.893,-300.0,650.0,291.0
-11.69897000433602,10093909.0,237.261,-500.0,650.0,291.0
-11.69897000433602,11836857.0,271.813,-700.0,650.0,291.0
-13.30102999566398,13155281.0,299.307,-850.0,650.0,291.0
-13.30102999566398,13992161.0,304.48,-950.0,650.0,291.0
-13.30102999566398,14945549.0,322.415,-1050.0,650.0,291.0
-13.30102999566398,16294999.0,334.116,-1200.0,650.0,291.0
-13.30102999566398,17991695.0,341.82,-1400.0,650.0,291.0
-13.30102999566398,19216674.0,347.46,-1550.0,650.0,291.0
-13.30102999566398,20012889.0,349.96,-1650.0,650.0,291.0
-13.30102999566398,20781445.0,351.016,-1750.0,650.0,291.0
-13.30102999566398,21536644.0,352.454,-1850.0,650.0,291.0
-13.30102999566398,1765949.0,34.617,450.0,100.0,841.0
-13.30102999566398,3115286.0,47.706,300.0,100.0,841.0
-13.30102999566398,4893521.0,61.913,100.0,100.0,841.0
-13.30102999566398,6664819.0,74.029,-100.0,100.0,841.0
-13.30102999566398,8437759.0,83.449,-300.0,100.0,841.0
-13.522878745280336,10227610.0,95.52,-500.0,100.0,841.0
-13.522878745280336,12021473.0,113.472,-700.0,100.0,841.0
-15.522878745280336,13384900.0,138.978,-850.0,100.0,841.0
-15.522878745280336,14271752.0,155.264,-950.0,100.0,841.0
-15.522878745280336,15149916.0,170.18,-1050.0,100.0,841.0
-15.522878745280336,16447718.0,190.727,-1200.0,100.0,841.0
-15.522878745280336,18143566.0,215.25,-1400.0,100.0,841.0
-15.522878745280336,19383754.0,234.081,-1550.0,100.0,841.0
-15.522878745280336,20194519.0,247.305,-1650.0,100.0,841.0
-15.522878745280336,20991871.0,261.679,-1750.0,100.0,841.0
-15.30102999566398,21771503.0,278.006,-1850.0,100.0,841.0
-11.69897000433602,1732872.0,160.171,450.0,0.0,-509.0
-11.69897000433602,3068596.0,153.787,300.0,0.0,-509.0
-11.69897000433602,4837655.0,157.295,100.0,0.0,-509.0
-11.69897000433602,6590360.0,167.338,-100.0,0.0,-509.0
-11.69897000433602,8336995.0,160.429,-300.0,0.0,-509.0
-10.69897000433602,10099471.0,144.234,-500.0,0.0,-509.0
-13.30102999566398,11897054.0,106.689,-700.0,0.0,-509.0
-13.30102999566398,13264215.0,134.925,-850.0,0.0,-509.0
-13.30102999566398,14155522.0,155.222,-950.0,0.0,-509.0
-13.30102999566398,15032012.0,173.254,-1050.0,0.0,-509.0
-15.0,16293040.0,209.383,-1200.0,0.0,-509.0
-15.30102999566398,17931740.0,248.182,-1400.0,0.0,-509.0
-15.30102999566398,19169090.0,270.556,-1550.0,0.0,-509.0
-15.30102999566398,19966147.0,283.772,-1650.0,0.0,-509.0
-15.30102999566398,20731725.0,296.981,-1750.0,0.0,-509.0
-17.0,21512038.0,312.458,-1850.0,0.0,-509.0
-13.30102999566398,1790944.0,25.355,450.0,1350.0,-859.0
-13.30102999566398,3147657.0,30.986,300.0,1350.0,-859.0
-13.30102999566398,4916863.0,38.336,100.0,1350.0,-859.0
-13.30102999566398,6664986.0,46.234,-100.0,1350.0,-859.0
-13.30102999566398,8408545.0,55.354,-300.0,1350.0,-859.0
-13.522878745280336,10231943.0,67.272,-500.0,1350.0,-859.0
-13.522878745280336,12059663.0,82.306,-700.0,1350.0,-859.0
-15.30102999566398,13449364.0,98.827,-850.0,1350.0,-859.0
-15.30102999566398,14342589.0,110.732,-950.0,1350.0,-859.0
-15.30102999566398,15228210.0,123.563,-1050.0,1350.0,-859.0
-15.30102999566398,16542984.0,144.818,-1200.0,1350.0,-859.0
-15.30102999566398,18269957.0,179.969,-1400.0,1350.0,-859.0
-15.30102999566398,19547243.0,217.723,-1550.0,1350.0,-859.0
-15.30102999566398,20378124.0,248.116,-1650.0,1350.0,-859.0
-15.30102999566398,21186376.0,281.932,-1750.0,1350.0,-859.0
-15.30102999566398,21964019.0,317.034,-1850.0,1350.0,-859.0
-11.69897000433602,1733687.0,164.046,450.0,-350.0,-509.0
-11.30102999566398,3069293.0,163.632,300.0,-350.0,-509.0
-11.30102999566398,4838101.0,170.875,100.0,-350.0,-509.0
-11.69897000433602,6591105.0,184.546,-100.0,-350.0,-509.0
-11.69897000433602,8336674.0,177.962,-300.0,-350.0,-509.0
-11.69897000433602,10099034.0,156.743,-500.0,-350.0,-509.0
-13.30102999566398,11888811.0,131.556,-700.0,-350.0,-509.0
-13.30102999566398,13263975.0,159.97,-850.0,-350.0,-509.0
-13.30102999566398,14155641.0,178.696,-950.0,-350.0,-509.0
-13.30102999566398,15031184.0,195.128,-1050.0,-350.0,-509.0
-15.0,16282500.0,224.554,-1200.0,-350.0,-509.0
-15.30102999566398,17907374.0,257.018,-1400.0,-350.0,-509.0
-15.30102999566398,19115773.0,276.967,-1550.0,-350.0,-509.0
-15.30102999566398,19893991.0,289.694,-1650.0,-350.0,-509.0
-15.30102999566398,20640497.0,303.074,-1750.0,-350.0,-509.0
-17.0,21413054.0,319.172,-1850.0,-350.0,-509.0
-13.30102999566398,1707743.0,79.397,450.0,950.0,-309.0
-13.30102999566398,3066629.0,89.408,300.0,950.0,-309.0
-13.30102999566398,4844655.0,99.801,100.0,950.0,-309.0
