log10PER,P_Pa,T_degC,Elevation,X_Easting,Y_Northing
-15.0,1814329.0,38.664,450.0,1750.0,491.0
-15.0,3222060.0,57.086,300.0,1750.0,491.0
-15.0,5043235.0,81.078,100.0,1750.0,491.0
-15.0,6834291.0,105.076,-100.0,1750.0,491.0
-15.0,8609414.0,128.46,-300.0,1750.0,491.0
-15.0,10378085.0,154.251,-500.0,1750.0,491.0
-15.0,12140717.0,184.939,-700.0,1750.0,491.0
-15.30102999566398,13484619.0,209.389,-850.0,1750.0,491.0
-15.30102999566398,14373928.0,224.303,-950.0,1750.0,491.0
-15.30102999566398,15248016.0,237.856,-1050.0,1750.0,491.0
-15.30102999566398,16530956.0,254.687,-1200.0,1750.0,491.0
-15.30102999566398,18189667.0,274.36,-1400.0,1750.0,491.0
-15.30102999566398,19388576.0,288.743,-1550.0,1750.0,491.0
-15.30102999566398,20163141.0,297.846,-1650.0,1750.0,491.0
-15.30102999566398,20911485.0,307.031,-1750.0,1750.0,491.0
-15.30102999566398,21622473.0,317.658,-1850.0,1750.0,491.0
-11.69897000433602,1713058.0,167.639,450.0,200.0,291.0
-11.69897000433602,3066420.0,186.396,300.0,200.0,291.0
-11.69897000433602,4843282.0,197.188,100.0,200.0,291.0
-11.69897000433602,6599816.0,202.113,-100.0,200.0,291.0
-11.69897000433602,8345189.0,185.242,-300.0,200.0,291.0
-11.69897000433602,10095511.0,198.272,-500.0,200.0,291.0
-11.69897000433602,11836981.0,200.1,-700.0,200.0,291.0
-15.522878745280336,13132049.0,272.321,-850.0,200.0,291.0
-15.522878745280336,14041771.0,297.659,-950.0,200.0,291.0
-15.522878745280336,14928470.0,313.314,-1050.0,200.0,291.0
-15.522878745280336,16224275.0,326.836,-1200.0,200.0,291.0
-15.522878745280336,17942212.0,343.358,-1400.0,200.0,291.0
-15.522878745280336,19170993.0,355.104,-1550.0,200.0,291.0
-15.30102999566398,19961659.0,360.173,-1650.0,200.0,291.0
-15.30102999566398,20741353.0,364.408,-1750.0,200.0,291.0
-15.30102999566398,21539921.0,367.665,-1850.0,200.0,291.0
-11.69897000433602,1712089.0,174.766,450.0,300.0,291.0
-11.69897000433602,3066382.0,192.389,300.0,300.0,291.0
-11.69897000433602,4843489.0,201.682,100.0,300.0,291.0
-11.69897000433602,6600773.0,208.658,-100.0,300.0,291.0
-11.69897000433602,8345276.0,192.641,-300.0,300.0,291.0
-11.69897000433602,10095000.0,194.065,-500.0,300.0,291.0
-11.69897000433602,11837000.0,200.146,-700.0,300.0,291.0
-15.522878745280336,13120800.0,268.563,-850.0,300.0,291.0
-15.522878745280336,14004149.0,295.164,-950.0,300.0,291.0
-15.522878745280336,14909453.0,312.426,-1050.0,300.0,291.0
-15.522878745280336,16254876.0,326.458,-1200.0,300.0,291.0
-15.522878745280336,17971742.0,341.338,-1400.0,300.0,291.0
-15.522878745280336,19202839.0,351.875,-1550.0,300.0,291.0
-15.30102999566398,19997347.0,356.512,-1650.0,300.0,291.0
-15.30102999566398,20771199.0,360.427,-1750.0,300.0,291.0
-15.30102999566398,21542254.0,363.594,-1850.0,300.0,291.0
-16.0,1812444.0,44.246,450.0,-1450.0,-859.0
-16.0,3189611.0,73.691,300.0,-1450.0,-859.0
-16.0,5038972.0,107.88,100.0,-1450.0,-859.0
-16.0,6876364.0,137.971,-100.0,-1450.0,-859.0
-16.0,8682433.0,165.481,-300.0,-1450.0,-859.0
-16.0,10475534.0,191.046,-500.0,-1450.0,-859.0
-16.0,12244106.0,216.886,-700.0,-1450.0,-859.0
-16.0,13565838.0,237.002,-850.0,-1450.0,-859.0
-16.0,14437198.0,249.915,-950.0,-1450.0,-859.0
-16.0,15297753.0,262.251,-1050.0,-1450.0,-859.0
-16.0,16561087.0,278.922,-1200.0,-1450.0,-859.0
-16.0,18192368.0,299.752,-1400.0,-1450.0,-859.0
-16.0,19366761.0,315.656,-1550.0,-1450.0,-859.0
-16.0,20121432.0,325.999,-1650.0,-1450.0,-859.0
-16.0,20848844.0,336.188,-1750.0,-1450.0,-859.0
-16.0,21544064.0,346.326,-1850.0,-1450.0,-859.0
-16.0,1671506.0,111.95,450.0,-650.0,-509.0
-11.30102999566398,3069645.0,168.568,300.0,-650.0,-509.0
-11.30102999566398,4838105.0,177.53,100.0,-650.0,-509.0
-16.0,6614594.0,161.192,-100.0,-650.0,-509.0
-16.0,8394587.0,156.229,-300.0,-650.0,-509.0
-16.0,10157278.0,156.649,-500.0,-650.0,-509.0
-16.0,11926946.0,168.312,-700.0,-650.0,-509.0
-16.0,13248870.0,190.612,-850.0,-650.0,-509.0
-16.0,14109591.0,205.274,-950.0,-650.0,-509.0
-16.0,14955146.0,219.093,-1050.0,-650.0,-509.0
-16.0,16195894.0,238.973,-1200.0,-650.0,-509.0
-16.0,17811416.0,263.375,-1400.0,-650.0,-509.0
-16.0,18996724.0,281.889,-1550.0,-650.0,-509.0
-16.0,19771838.0,294.834,-1650.0,-650.0,-509.0
-16.0,20536521.0,308.627,-1750.0,-650.0,-509.0
-16.0,21298809.0,323.033,-1850.0,-650.0,-509.0
-15.0,2262102.0,26.725,450.0,450.0,-1359.0
-15.0,3563051.0,33.667,300.0,450.0,-1359.0
-15.0,5256917.0,43.357,100.0,450.0,-1359.0
-15.0,6963808.0,54.288,-100.0,450.0,-1359.0
-15.0,8697737.0,66.801,-300.0,450.0,-1359.0
-15.0,10483967.0,81.483,-500.0,450.0,-1359.0
-15.0,12276607.0,98.104,-700.0,450.0,-1359.0
-15.522878745280336,13603589.0,112.498,-850.0,450.0,-1359.0
-15.522878745280336,14473943.0,123.723,-950.0,450.0,-1359.0
-15.522878745280336,15346369.0,135.871,-1050.0,450.0,-1359.0
-15.522878745280336,16649068.0,155.323,-1200.0,450.0,-1359.0
-15.522878745280336,18365218.0,182.861,-1400.0,450.0,-1359.0
-15.522878745280336,19628338.0,205.468,-1550.0,450.0,-1359.0
-15.522878745280336,20454130.0,221.758,-1650.0,450.0,-1359.0
-15.522878745280336,21264289.0,238.701,-1750.0,450.0,-1359.0
-15.522878745280336,22056710.0,256.271,-1850.0,450.0,-1359.0
-13.30102999566398,1723050.0,42.214,450.0,950.0,-509.0
-13.30102999566398,3078158.0,56.08,300.0,950.0,-509.0
-13.30102999566398,4852570.0,67.473,100.0,950.0,-509.0
-13.30102999566398,6607287.0,76.629,-100.0,950.0,-509.0
-13.30102999566398,8360113.0,85.851,-300.0,950.0,-509.0
-13.522878745280336,10138345.0,94.698,-500.0,950.0,-509.0
-13.522878745280336,11924979.0,108.563,-700.0,950.0,-509.0
-13.30102999566398,13192116.0,132.469,-850.0,950.0,-509.0
-13.30102999566398,14075447.0,158.469,-950.0,950.0,-509.0
-13.30102999566398,14974930.0,183.964,-1050.0,950.0,-509.0
-13.30102999566398,16298646.0,211.021,-1200.0,950.0,-509.0
-13.30102999566398,17995456.0,242.233,-1400.0,950.0,-509.0
-13.30102999566398,19223411.0,271.259,-1550.0,950.0,-509.0
-13.30102999566398,20017849.0,291.313,-1650.0,950.0,-509.0
-13.30102999566398,20789898.0,310.832,-1750.0,950.0,-509.0
-13.30102999566398,21542918.0,327.479,-1850.0,950.0,-509.0
-13.30102999566398,1776035.0,27.347,450.0,950.0,-859.0
-13.30102999566398,3134807.0,34.613,300.0,950.0,-859.0
-13.30102999566398,4904925.0,43.137,100.0,950.0,-859.0
-13.30102999566398,6652227.0,51.504,-100.0,950.0,-859.0
-13.30102999566398,8387790.0,60.622,-300.0,950.0,-859.0
-13.522878745280336,10212950.0,73.841,-500.0,950.0,-859.0
-13.522878745280336,12040443.0,90.36,-700.0,950.0,-859.0
-15.30102999566398,13391263.0,109.164,-850.0,950.0,-859.0
-15.30102999566398,14265862.0,123.483,-950.0,950.0,-859.0
-15.30102999566398,15144580.0,138.546,-1050.0,950.0,-859.0
-15.30102999566398,16454340.0,161.942,-1200.0,950.0,-859.0
-15.30102999566398,18172037.0,195.773,-1400.0,950.0,-859.0
-15.30102999566398,19432627.0,226.738,-1550.0,950.0,-859.0
-15.30102999566398,20250918.0,249.546,-1650.0,950.0,-859.0
-15.30102999566398,21047618.0,273.269,-1750.0,950.0,-859.0
-15.30102999566398,21818579.0,296.963,-1850.0,950.0,-859.0
-15.0,2372830.0,25.889,450.0,-200.0,1341.0
-15.0,3598158.0,32.321,300.0,-200.0,1341.0
-15.0,5245555.0,41.658,100.0,-200.0,1341.0
-15.0,6940072.0,52.195,-100.0,-200.0,1341.0
-15.0,8675845.0,63.932,-300.0,-200.0,1341.0
-15.0,10444955.0,77.198,-500.0,-200.0,1341.0
-15.0,12227757.0,92.274,-700.0,-200.0,1341.0
-15.522878745280336,13555485.0,105.33,-850.0,-200.0,1341.0
-15.522878745280336,14422539.0,114.921,-950.0,-200.0,1341.0
-15.522878745280336,15289317.0,124.811,-1050.0,-200.0,1341.0
-15.522878745280336,16582996.0,140.12,-1200.0,-200.0,1341.0
-15.522878745280336,18290936.0,160.725,-1400.0,-200.0,1341.0
-15.522878745280336,19556870.0,177.641,-1550.0,-200.0,1341.0
-15.522878745280336,20391313.0,190.383,-1650.0,-200.0,1341.0
-15.522878745280336,21215784.0,204.082,-1750.0,-200.0,1341.0
-15.522878745280336,22028842.0,218.946,-1850.0,-200.0,1341.0
-11.69897000433602,1738111.0,196.56,450.0,-200.0,-309.0
-11.30102999566398,3069118.0,202.198,300.0,-200.0,-309.0
-11.30102999566398,4838456.0,202.956,100.0,-200.0,-309.0
-10.69897000433602,6592782.0,203.051,-100.0,-200.0,-309.0
-10.69897000433602,8337639.0,201.559,-300.0,-200.0,-309.0
-10.69897000433602,10094815.0,151.252,-500.0,-200.0,-309.0
-13.30102999566398,11863231.0,133.094,-700.0,-200.0,-309.0
-13.30102999566398,13259807.0,178.588,-850.0,-200.0,-309.0
-13.30102999566398,14152767.0,201.845,-950.0,-200.0,-309.0
-13.30102999566398,15026355.0,217.898,-1050.0,-200.0,-309.0
-13.30102999566398,16249351.0,255.84,-1200.0,-200.0,-309.0
-13.30102999566398,17849951.0,287.595,-1400.0,-200.0,-309.0
-15.30102999566398,19055606.0,309.326,-1550.0,-200.0,-309.0
-15.30102999566398,19852276.0,317.654,-1650.0,-200.0,-309.0
-15.30102999566398,20595660.0,324.723,-1750.0,-200.0,-309.0
-17.0,21366065.0,332.552,-1850.0,-200.0,-309.0
-14.0,1680783.0,35.596,450.0,-1450.0,291.0
-14.0,3072311.0,50.979,300.0,-1450.0,291.0
-14.0,4885121.0,73.455,100.0,-1450.0,291.0
-13.30102999566398,6684115.0,100.987,-100.0,-1450.0,291.0
-14.0,8469320.0,129.909,-300.0,-1450.0,291.0
-13.522878745280336,10238393.0,147.652,-500.0,-1450.0,291.0
-13.522878745280336,12002709.0,152.741,-700.0,-1450.0,291.0
-15.30102999566398,13310650.0,173.202,-850.0,-1450.0,291.0
-15.30102999566398,14159502.0,186.035,-950.0,-1450.0,291.0
-15.30102999566398,15004941.0,197.745,-1050.0,-1450.0,291.0
-15.30102999566398,16260039.0,214.45,-1200.0,-1450.0,291.0
-15.30102999566398,17931450.0,235.24,-1400.0,-1450.0,291.0
-15.30102999566398,19176708.0,252.654,-1550.0,-1450.0,291.0
-15.30102999566398,19994062.0,265.824,-1650.0,-1450.0,291.0
-15.30102999566398,20796556.0,280.611,-1750.0,-1450.0,291.0
-15.30102999566398,21577997.0,297.487,-1850.0,-1450.0,291.0
-15.0,1919428.0,26.565,450.0,-1850.0,1341.0
-15.0,3244933.0,33.731,300.0,-1850.0,1341.0
-15.0,5012361.0,44.285,100.0,-1850.0,1341.0
-15.0,6795227.0,56.528,-100.0,-1850.0,1341.0
-15.0,8598462.0,70.825,-300.0,-1850.0,1341.0
-15.0,10426678.0,87.566,-500.0,-1850.0,1341.0
-15.0,12275938.0,106.935,-700.0,-1850.0,1341.0
-16.0,13691661.0,122.796,-850.0,-1850.0,1341.0
-16.0,14627051.0,133.353,-950.0,-1850.0,1341.0
-16.0,15547863.0,143.987,-1050.0,-1850.0,1341.0
-16.0,16905923.0,160.161,-1200.0,-1850.0,1341.0
-16.0,18672511.0,182.537,-1400.0,-1850.0,1341.0
-16.0,19966400.0,200.206,-1550.0,-1850.0,1341.0
-16.0,20813651.0,212.371,-1650.0,-1850.0,1341.0
-16.0,21647350.0,224.896,-1750.0,-1850.0,1341.0
-16.0,22466436.0,237.796,-1850.0,-1850.0,1341.0
-13.30102999566398,1766897.0,34.973,450.0,200.0,841.0
-13.30102999566398,3115754.0,48.669,300.0,200.0,841.0
-13.30102999566398,4893662.0,63.617,100.0,200.0,841.0
-13.30102999566398,6664622.0,76.55,-100.0,200.0,841.0
-13.30102999566398,8437009.0,86.59,-300.0,200.0,841.0
-13.522878745280336,10226442.0,98.994,-500.0,200.0,841.0
-13.522878745280336,12018936.0,117.523,-700.0,200.0,841.0
-15.522878745280336,13383473.0,144.268,-850.0,200.0,841.0
-15.522878745280336,14272449.0,161.167,-950.0,200.0,841.0
-15.522878745280336,15151488.0,176.534,-1050.0,200.0,841.0
-15.522878745280336,16448932.0,197.418,-1200.0,200.0,841.0
-15.522878745280336,18141635.0,221.593,-1400.0,200.0,841.0
-15.522878745280336,19378945.0,239.549,-1550.0,200.0,841.0
-15.522878745280336,20186861.0,251.99,-1650.0,200.0,841.0
-15.522878745280336,20980663.0,265.418,-1750.0,200.0,841.0
-15.30102999566398,21756644.0,280.673,-1850.0,200.0,841.0
-11.69897000433602,1716607.0,158.013,450.0,-350.0,291.0
-11.69897000433602,3066566.0,158.528,300.0,-350.0,291.0
-11.69897000433602,4841313.0,171.12,100.0,-350.0,291.0
-11.69897000433602,6595993.0,174.342,-100.0,-350.0,291.0
-11.69897000433602,8344188.0,164.218,-300.0,-350.0,291.0
-11.69897000433602,10096516.0,161.293,-500.0,-350.0,291.0
-11.69897000433602,11838746.0,176.512,-700.0,-350.0,291.0
-15.0,13158201.0,251.215,-850.0,-350.0,291.0
-15.0,14065906.0,275.697,-950.0,-350.0,291.0
-15.0,14944663.0,292.555,-1050.0,-350.0,291.0
-15.0,16221795.0,308.734,-1200.0,-350.0,291.0
-13.30102999566398,17840077.0,333.954,-1400.0,-350.0,291.0
-13.30102999566398,19113495.0,340.149,-1550.0,-350.0,291.0
-13.30102999566398,19917379.0,356.262,-1650.0,-350.0,291.0
-13.30102999566398,20670120.0,368.458,-1750.0,-350.0,291.0
-15.30102999566398,21355299.0,371.891,-1850.0,-350.0,291.0
-11.69897000433602,1719159.0,188.857,450.0,0.0,141.0
-11.69897000433602,3066291.0,194.119,300.0,0.0,141.0
-11.69897000433602,4841262.0,197.269,100.0,0.0,141.0
-11.69897000433602,6596871.0,200.572,-100.0,0.0,141.0
-11.69897000433602,8343037.0,203.787,-300.0,0.0,141.0
-11.69897000433602,10093929.0,214.28,-500.0,0.0,141.0
-11.69897000433602,11837887.0,216.486,-700.0,0.0,141.0
-15.0,13110335.0,322.291,-850.0,0.0,141.0
-15.0,14039117.0,335.704,-950.0,0.0,141.0
-15.0,14919397.0,341.435,-1050.0,0.0,141.0
-15.0,16177357.0,346.127,-1200.0,0.0,141.0
-15.522878745280336,17862485.0,356.325,-1400.0,0.0,141.0
-13.30102999566398,19129337.0,361.994,-1550.0,0.0,141.0
-13.30102999566398,19907643.0,364.66,-1650.0,0.0,141.0
-13.30102999566398,20673075.0,362.794,-1750.0,0.0,141.0
-13.30102999566398,21495570.0,364.652,-1850.0,0.0,141.0
-15.0,2481121.0,33.748,450.0,1750.0,1341.0
-15.0,3787543.0,48.867,300.0,1750.0,1341.0
-15.0,5553050.0,72.739,100.0,1750.0,1341.0
