log10PER,P_Pa,T_degC,Elevation,X_Easting,Y_Northing
-11.69897000433602,1729588.0,196.073,450.0,-100.0,-109.0
-11.69897000433602,3067651.0,202.868,300.0,-100.0,-109.0
-11.69897000433602,4839174.0,201.588,100.0,-100.0,-109.0
-11.30102999566398,6594023.0,199.92,-100.0,-100.0,-109.0
-11.69897000433602,8339243.0,198.45,-300.0,-100.0,-109.0
-11.69897000433602,10091399.0,185.337,-500.0,-100.0,-109.0
-11.69897000433602,11847754.0,169.715,-700.0,-100.0,-109.0
-15.0,13185294.0,261.564,-850.0,-100.0,-109.0
-15.0,14103128.0,287.156,-950.0,-100.0,-109.0
-15.0,14981164.0,302.065,-1050.0,-100.0,-109.0
-13.30102999566398,16247954.0,315.454,-1200.0,-100.0,-109.0
-13.30102999566398,17850963.0,336.305,-1400.0,-100.0,-109.0
-13.30102999566398,19112838.0,347.011,-1550.0,-100.0,-109.0
-13.30102999566398,19902806.0,347.751,-1650.0,-100.0,-109.0
-13.30102999566398,20669459.0,347.726,-1750.0,-100.0,-109.0
-13.30102999566398,21495581.0,351.997,-1850.0,-100.0,-109.0
-16.0,1812444.0,44.246,450.0,-1450.0,-859.0
-16.0,3189611.0,73.691,300.0,-1450.0,-859.0
-16.0,5038972.0,107.88,100.0,-1450.0,-859.0
-16.0,6876364.0,137.971,-100.0,-1450.0,-859.0
-16.0,8682433.0,165.481,-300.0,-1450.0,-859.0
-16.0,10475534.0,191.046,-500.0,-1450.0,-859.0
-16.0,12244106.0,216.886,-700.0,-1450.0,-859.0
-16.0,13565838.0,237.002,-850.0,-1450.0,-859.0
-16.0,14437198.0,249.915,-950.0,-1450.0,-859.0
-16.0,15297753.0,262.251,-1050.0,-1450.0,-859.0
-16.0,16561087.0,278.922,-1200.0,-1450.0,-859.0
-16.0,18192368.0,299.752,-1400.0,-1450.0,-859.0
-16.0,19366761.0,315.656,-1550.0,-1450.0,-859.0
-16.0,20121432.0,325.999,-1650.0,-1450.0,-859.0
-16.0,20848844.0,336.188,-1750.0,-1450.0,-859.0
-16.0,21544064.0,346.326,-1850.0,-1450.0,-859.0
-15.0,2347375.0,27.542,450.0,950.0,1341.0
-15.0,3598831.0,36.006,300.0,950.0,1341.0
-15.0,5277315.0,48.87,100.0,950.0,1341.0
-15.0,6994037.0,63.96,-100.0,950.0,1341.0
-15.0,8741913.0,81.016,-300.0,950.0,1341.0
-15.0,10514598.0,100.099,-500.0,950.0,1341.0
-15.0,12291847.0,120.919,-700.0,950.0,1341.0
-15.522878745280336,13626220.0,137.712,-850.0,950.0,1341.0
-15.522878745280336,14496898.0,148.976,-950.0,950.0,1341.0
-15.522878745280336,15359606.0,159.711,-1050.0,950.0,1341.0
-15.522878745280336,16636769.0,174.979,-1200.0,950.0,1341.0
-15.522878745280336,18305369.0,192.276,-1400.0,950.0,1341.0
-15.522878745280336,19531861.0,203.858,-1550.0,950.0,1341.0
-15.522878745280336,20338412.0,211.762,-1650.0,950.0,1341.0
-15.522878745280336,21134661.0,219.427,-1750.0,950.0,1341.0
-15.522878745280336,21920430.0,227.004,-1850.0,950.0,1341.0
-11.69897000433602,1723033.0,194.985,450.0,0.0,41.0
-11.69897000433602,3066604.0,200.146,300.0,0.0,41.0
-11.69897000433602,4840331.0,200.314,100.0,0.0,41.0
-11.69897000433602,6595494.0,201.332,-100.0,0.0,41.0
-11.69897000433602,8341213.0,202.392,-300.0,0.0,41.0
