log10PER,P_Pa,T_degC,Elevation,X_Easting,Y_Northing
-11.69897000433602,1735413.0,166.597,450.0,450.0,-309.0
-11.69897000433602,3067671.0,169.863,300.0,450.0,-309.0
-11.69897000433602,4837898.0,159.968,100.0,450.0,-309.0
-11.30102999566398,6592241.0,172.023,-100.0,450.0,-309.0
-11.69897000433602,8337565.0,162.086,-300.0,450.0,-309.0
-11.69897000433602,10096450.0,153.897,-500.0,450.0,-309.0
-11.69897000433602,11863219.0,139.359,-700.0,450.0,-309.0
-13.30102999566398,13186554.0,173.045,-850.0,450.0,-309.0
-13.30102999566398,14065700.0,207.908,-950.0,450.0,-309.0
-13.30102999566398,14970675.0,240.561,-1050.0,450.0,-309.0
-13.30102999566398,16295839.0,267.369,-1200.0,450.0,-309.0
-13.30102999566398,17990486.0,288.064,-1400.0,450.0,-309.0
-13.30102999566398,19218090.0,305.224,-1550.0,450.0,-309.0
-13.30102999566398,20012965.0,315.774,-1650.0,450.0,-309.0
-13.30102999566398,20784022.0,325.428,-1750.0,450.0,-309.0
-13.30102999566398,21530352.0,334.727,-1850.0,450.0,-309.0
-15.0,2339919.0,24.815,450.0,950.0,-1359.0
-15.0,3638486.0,29.958,300.0,950.0,-1359.0
-15.0,5321740.0,37.625,100.0,950.0,-1359.0
-15.0,7019782.0,46.777,-100.0,950.0,-1359.0
-15.0,8751661.0,57.781,-300.0,950.0,-1359.0
-15.0,10534527.0,71.158,-500.0,950.0,-1359.0
-15.0,12334813.0,86.906,-700.0,950.0,-1359.0
-15.522878745280336,13678360.0,100.823,-850.0,950.0,-1359.0
-15.522878745280336,14555185.0,111.43,-950.0,950.0,-1359.0
-15.522878745280336,15429174.0,122.931,-1050.0,950.0,-1359.0
-15.522878745280336,16742724.0,141.77,-1200.0,950.0,-1359.0
-15.522878745280336,18470402.0,169.085,-1400.0,950.0,-1359.0
-15.522878745280336,19743896.0,192.079,-1550.0,950.0,-1359.0
-15.522878745280336,20577519.0,208.857,-1650.0,950.0,-1359.0
-15.522878745280336,21395699.0,226.285,-1750.0,950.0,-1359.0
-15.522878745280336,22196321.0,244.214,-1850.0,950.0,-1359.0
-14.0,1679438.0,37.888,450.0,-1450.0,141.0
