log10PER,P_Pa,T_degC,Elevation,X_Easting,Y_Northing
-12.30102999566398,1729107.0,136.902,450.0,300.0,-509.0
-11.69897000433602,3068287.0,128.378,300.0,300.0,-509.0
-11.69897000433602,4837348.0,126.41,100.0,300.0,-509.0
-12.30102999566398,6589145.0,129.928,-100.0,300.0,-509.0
-11.69897000433602,8337493.0,127.923,-300.0,300.0,-509.0
-12.30102999566398,10103919.0,124.539,-500.0,300.0,-509.0
-12.30102999566398,11902692.0,120.007,-700.0,300.0,-509.0
-15.30102999566398,13237513.0,139.877,-850.0,300.0,-509.0
-15.30102999566398,14118002.0,161.102,-950.0,300.0,-509.0
-15.30102999566398,15004679.0,183.286,-1050.0,300.0,-509.0
-15.30102999566398,16300491.0,216.227,-1200.0,300.0,-509.0
-15.30102999566398,17982472.0,248.128,-1400.0,300.0,-509.0
-15.30102999566398,19217326.0,269.794,-1550.0,300.0,-509.0
-15.30102999566398,20016017.0,283.868,-1650.0,300.0,-509.0
-15.30102999566398,20792111.0,298.336,-1750.0,300.0,-509.0
-15.30102999566398,21544011.0,313.663,-1850.0,300.0,-509.0
-13.30102999566398,1683399.0,34.445,450.0,-1850.0,291.0
-13.30102999566398,3080785.0,50.291,300.0,-1850.0,291.0
-13.30102999566398,4895904.0,73.078,100.0,-1850.0,291.0
-13.30102999566398,6696763.0,101.784,-100.0,-1850.0,291.0
-13.30102999566398,8493879.0,130.67,-300.0,-1850.0,291.0
-11.69897000433602,10269905.0,153.368,-500.0,-1850.0,291.0
-11.69897000433602,12037100.0,148.362,-700.0,-1850.0,291.0
-16.0,13385483.0,169.921,-850.0,-1850.0,291.0
-16.0,14273465.0,183.353,-950.0,-1850.0,291.0
-16.0,15150617.0,196.011,-1050.0,-1850.0,291.0
-16.0,16444353.0,213.897,-1200.0,-1850.0,291.0
-16.0,18130118.0,236.038,-1400.0,-1850.0,291.0
-16.0,19362479.0,252.643,-1550.0,-1850.0,291.0
-16.0,20165716.0,263.942,-1650.0,-1850.0,291.0
-16.0,20951673.0,275.656,-1750.0,-1850.0,291.0
-16.0,21717570.0,287.991,-1850.0,-1850.0,291.0
-12.30102999566398,1704877.0,196.96,450.0,450.0,141.0
-11.69897000433602,3065333.0,205.327,300.0,450.0,141.0
-11.69897000433602,4842133.0,211.23,100.0,450.0,141.0
-11.30102999566398,6598101.0,214.594,-100.0,450.0,141.0
-11.69897000433602,8343563.0,211.986,-300.0,450.0,141.0
-11.69897000433602,10092373.0,213.321,-500.0,450.0,141.0
-11.69897000433602,11839529.0,233.459,-700.0,450.0,141.0
-13.30102999566398,13169876.0,282.75,-850.0,450.0,141.0
-13.30102999566398,14016610.0,290.63,-950.0,450.0,141.0
-13.30102999566398,14952840.0,320.345,-1050.0,450.0,141.0
-13.30102999566398,16293805.0,337.098,-1200.0,450.0,141.0
-13.30102999566398,17989311.0,344.843,-1400.0,450.0,141.0
-13.30102999566398,19214836.0,349.864,-1550.0,450.0,141.0
-13.30102999566398,20012624.0,352.437,-1650.0,450.0,141.0
-13.30102999566398,20780072.0,352.884,-1750.0,450.0,141.0
-13.30102999566398,21526494.0,354.472,-1850.0,450.0,141.0
-11.69897000433602,1714453.0,194.26,450.0,300.0,41.0
-11.69897000433602,3065802.0,202.34,300.0,300.0,41.0
-11.69897000433602,4840800.0,205.559,100.0,300.0,41.0
-11.30102999566398,6596175.0,205.32,-100.0,300.0,41.0
-11.69897000433602,8341546.0,197.564,-300.0,300.0,41.0
