log10PER,P_Pa,T_degC,Elevation,X_Easting,Y_Northing
-15.0,1818736.0,36.967,450.0,1750.0,141.0
-15.0,3204942.0,53.936,300.0,1750.0,141.0
-15.0,5011051.0,75.014,100.0,1750.0,141.0
-15.0,6794007.0,96.139,-100.0,1750.0,141.0
-15.0,8565058.0,113.535,-300.0,1750.0,141.0
-15.0,10330704.0,131.927,-500.0,1750.0,141.0
-15.0,12093799.0,153.407,-700.0,1750.0,141.0
-15.30102999566398,13419220.0,175.93,-850.0,1750.0,141.0
-15.30102999566398,14296381.0,190.649,-950.0,1750.0,141.0
-15.30102999566398,15166864.0,203.925,-1050.0,1750.0,141.0
-15.30102999566398,16451641.0,221.196,-1200.0,1750.0,141.0
-15.30102999566398,18114340.0,240.754,-1400.0,1750.0,141.0
-15.30102999566398,19314764.0,254.484,-1550.0,1750.0,141.0
-15.30102999566398,20091415.0,263.58,-1650.0,1750.0,141.0
-15.30102999566398,20843693.0,273.215,-1750.0,1750.0,141.0
-15.30102999566398,21566068.0,284.899,-1850.0,1750.0,141.0
-15.0,2203829.0,29.16,450.0,-100.0,-1359.0
-15.0,3522500.0,38.378,300.0,-100.0,-1359.0
-15.0,5237428.0,50.819,100.0,-100.0,-1359.0
-15.0,6966772.0,64.681,-100.0,-100.0,-1359.0
-15.0,8715405.0,80.021,-300.0,-100.0,-1359.0
-15.0,10496055.0,96.739,-500.0,-100.0,-1359.0
-15.0,12260831.0,114.703,-700.0,-100.0,-1359.0
-15.522878745280336,13581972.0,130.944,-850.0,-100.0,-1359.0
-15.522878745280336,14453207.0,143.573,-950.0,-100.0,-1359.0
-15.522878745280336,15327557.0,157.092,-1050.0,-100.0,-1359.0
-15.522878745280336,16634690.0,178.41,-1200.0,-100.0,-1359.0
-15.522878745280336,18351286.0,208.327,-1400.0,-100.0,-1359.0
-15.522878745280336,19608666.0,232.676,-1550.0,-100.0,-1359.0
-15.522878745280336,20428697.0,249.398,-1650.0,-100.0,-1359.0
