log10PER,P_Pa,T_degC,Elevation,X_Easting,Y_Northing
-13.30102999566398,1782794.0,34.539,450.0,950.0,841.0
-13.30102999566398,3122884.0,49.651,300.0,950.0,841.0
-13.30102999566398,4899796.0,68.342,100.0,950.0,841.0
-13.30102999566398,6670415.0,87.603,-100.0,950.0,841.0
-13.30102999566398,8441734.0,106.428,-300.0,950.0,841.0
-13.522878745280336,10233413.0,131.686,-500.0,950.0,841.0
-13.522878745280336,12017518.0,167.228,-700.0,950.0,841.0
-15.522878745280336,13379816.0,199.092,-850.0,950.0,841.0
-15.522878745280336,14290830.0,218.14,-950.0,950.0,841.0
-15.522878745280336,15181714.0,235.066,-1050.0,950.0,841.0
-15.522878745280336,16483824.0,255.269,-1200.0,950.0,841.0
-15.522878745280336,18168716.0,277.969,-1400.0,950.0,841.0
-15.522878745280336,19396028.0,294.845,-1550.0,950.0,841.0
-15.522878745280336,20194374.0,305.801,-1650.0,950.0,841.0
-15.522878745280336,20975029.0,317.212,-1750.0,950.0,841.0
-15.0,1946486.0,26.335,450.0,-1450.0,1341.0
-15.0,3287418.0,33.052,300.0,-1450.0,1341.0
-15.0,5045508.0,42.896,100.0,-1450.0,1341.0
-15.0,6813668.0,54.396,-100.0,-1450.0,1341.0
-15.0,8602960.0,67.875,-300.0,-1450.0,1341.0
-15.0,10418391.0,83.657,-500.0,-1450.0,1341.0
-15.0,12255057.0,101.936,-700.0,-1450.0,1341.0
-16.0,13648217.0,117.317,-850.0,-1450.0,1341.0
-16.0,14555317.0,127.747,-950.0,-1450.0,1341.0
-16.0,15454126.0,138.378,-1050.0,-1450.0,1341.0
-16.0,16787183.0,154.734,-1200.0,-1450.0,1341.0
-16.0,18535836.0,177.743,-1400.0,-1450.0,1341.0
-16.0,19824811.0,196.379,-1550.0,-1450.0,1341.0
-16.0,20670624.0,209.433,-1650.0,-1450.0,1341.0
-16.0,21503877.0,223.058,-1750.0,-1450.0,1341.0
-13.30102999566398,1745485.0,40.516,450.0,0.0,-859.0
-13.30102999566398,3112643.0,54.623,300.0,0.0,-859.0
-13.30102999566398,4885621.0,67.447,100.0,0.0,-859.0
-13.30102999566398,6631941.0,79.414,-100.0,0.0,-859.0
-13.30102999566398,8349655.0,91.455,-300.0,0.0,-859.0
-13.522878745280336,10173540.0,95.925,-500.0,0.0,-859.0
-13.30102999566398,11954492.0,94.277,-700.0,0.0,-859.0
-13.30102999566398,13273891.0,116.926,-850.0,0.0,-859.0
-13.30102999566398,14161533.0,135.784,-950.0,0.0,-859.0
-13.30102999566398,15043777.0,154.767,-1050.0,0.0,-859.0
-15.0,16374789.0,184.565,-1200.0,0.0,-859.0
-15.30102999566398,18086589.0,217.523,-1400.0,0.0,-859.0
-15.30102999566398,19327486.0,241.331,-1550.0,0.0,-859.0
-15.30102999566398,20131004.0,257.485,-1650.0,0.0,-859.0
-15.30102999566398,20912707.0,274.292,-1750.0,0.0,-859.0
-14.0,1678940.0,39.996,450.0,-1450.0,41.0
-14.0,3072536.0,61.768,300.0,-1450.0,41.0
-14.0,4892136.0,91.644,100.0,-1450.0,41.0
-14.0,6705899.0,130.871,-100.0,-1450.0,41.0
-14.0,8488011.0,166.701,-300.0,-1450.0,41.0
-14.0,10244510.0,185.174,-500.0,-1450.0,41.0
-14.0,12003914.0,195.016,-700.0,-1450.0,41.0
-15.30102999566398,13299163.0,210.402,-850.0,-1450.0,41.0
-15.30102999566398,14157357.0,221.646,-950.0,-1450.0,41.0
-15.30102999566398,15006341.0,232.712,-1050.0,-1450.0,41.0
-15.30102999566398,16263404.0,247.676,-1200.0,-1450.0,41.0
-15.30102999566398,17923837.0,265.168,-1400.0,-1450.0,41.0
-15.30102999566398,19154808.0,279.409,-1550.0,-1450.0,41.0
-15.30102999566398,19960885.0,289.819,-1650.0,-1450.0,41.0
-15.30102999566398,20749442.0,301.662,-1750.0,-1450.0,41.0
-11.69897000433602,1730309.0,194.183,450.0,-0.0,-109.0
-11.69897000433602,3067431.0,200.257,300.0,-0.0,-109.0
-11.69897000433602,4839084.0,198.743,100.0,-0.0,-109.0
-11.30102999566398,6594007.0,197.142,-100.0,-0.0,-109.0
-11.69897000433602,8339040.0,194.581,-300.0,-0.0,-109.0
-11.69897000433602,10091223.0,183.239,-500.0,-0.0,-109.0
-11.69897000433602,11848480.0,166.041,-700.0,-0.0,-109.0
-15.0,13189230.0,260.066,-850.0,-0.0,-109.0
-15.0,14106596.0,286.559,-950.0,-0.0,-109.0
-15.0,14984006.0,301.692,-1050.0,-0.0,-109.0
-13.30102999566398,16249087.0,315.08,-1200.0,-0.0,-109.0
-13.30102999566398,17855031.0,336.099,-1400.0,-0.0,-109.0
-13.30102999566398,19115644.0,345.574,-1550.0,-0.0,-109.0
-13.30102999566398,19904124.0,344.45,-1650.0,-0.0,-109.0
-13.30102999566398,20674013.0,344.116,-1750.0,-0.0,-109.0
-11.69897000433602,1712940.0,95.436,450.0,0.0,491.0
-11.69897000433602,3066953.0,99.257,300.0,0.0,491.0
-11.69897000433602,4844270.0,112.586,100.0,0.0,491.0
-11.69897000433602,6602196.0,123.903,-100.0,0.0,491.0
-11.69897000433602,8347961.0,111.149,-300.0,0.0,491.0
-11.69897000433602,10098008.0,116.375,-500.0,0.0,491.0
-11.69897000433602,11840998.0,135.899,-700.0,0.0,491.0
-15.522878745280336,13217216.0,198.637,-850.0,0.0,491.0
-15.522878745280336,14125448.0,226.646,-950.0,0.0,491.0
-15.522878745280336,15012516.0,248.06,-1050.0,0.0,491.0
-15.522878745280336,16310148.0,274.231,-1200.0,0.0,491.0
-15.522878745280336,18017609.0,315.294,-1400.0,0.0,491.0
-13.30102999566398,19152396.0,356.114,-1550.0,0.0,491.0
-13.30102999566398,19921963.0,365.065,-1650.0,0.0,491.0
-13.30102999566398,20681057.0,368.502,-1750.0,0.0,491.0
-13.30102999566398,1712977.0,75.935,450.0,-200.0,491.0
-13.30102999566398,3067369.0,91.714,300.0,-200.0,491.0
-13.30102999566398,4845003.0,103.031,100.0,-200.0,491.0
-13.30102999566398,6603661.0,107.07,-100.0,-200.0,491.0
-13.30102999566398,8351515.0,104.587,-300.0,-200.0,491.0
-13.522878745280336,10104188.0,112.044,-500.0,-200.0,491.0
-13.522878745280336,11850564.0,129.706,-700.0,-200.0,491.0
-15.522878745280336,13225069.0,185.582,-850.0,-200.0,491.0
-15.522878745280336,14128113.0,211.484,-950.0,-200.0,491.0
-15.522878745280336,15013109.0,231.703,-1050.0,-200.0,491.0
-15.522878745280336,16311368.0,257.577,-1200.0,-200.0,491.0
-15.522878745280336,18000323.0,301.73,-1400.0,-200.0,491.0
-15.522878745280336,19250709.0,347.2,-1550.0,-200.0,491.0
-15.522878745280336,20032874.0,365.839,-1650.0,-200.0,491.0
